Name,MapperID,World,Type,Etat,SubEtat,Flag,DES,ETA,OffsetBX,OffsetBY,OffsetHY,FollowSprite,HitPoints,HitSprite,FollowEnabled,ConnectedEvents,LabelOffsets,Commands,LocalCommands
Antitoon jumper walker,MS_ubi_blacktoon4,Image,123,1,0,,16,15,80,80,48,4,1,254,False,,,,11_2_0_200_12_2_11_3_1_200_12_3_11_4_8_0_5_2_19_1_20_1_0_254_11_1_30_200_12_1_33_255
Antitoon walker and flyer,MS_ubi_blacktoon6,Image,123,1,0,,16,15,80,80,48,6,1,254,False,,,,11_99_5_0_20_1_16_0_6_18_11_99_5_1_20_1_0_1_6_18_11_99_20_1_240_0_6_18_11_99_20_1_0_255_6_18_11_2_0_200_12_2_11_3_1_200_12_3_33_255
Blacktoon walker - flyer and kamikaze,MS_ubi_blacktoon6bis,Image,123,1,0,,16,15,80,80,48,6,1,254,False,,,,11_99_5_0_20_1_240_0_6_18_11_99_5_1_20_1_0_1_6_18_11_99_20_1_16_0_6_18_11_99_20_1_0_255_6_18_11_2_0_200_12_2_11_3_1_200_12_3_33_255
,,Cave,123,1,0,,19,19,80,80,48,1,1,254,False,,1_7_13,11_2_0_200_24_0_11_3_1_200_24_1_11_1_30_200_24_2_33_255,
Antitoon walker,MS_ubi_blacktoon1,Cave,123,1,0,,19,19,80,80,48,1,1,254,False,,,,11_2_0_200_12_2_11_3_1_200_12_3_11_1_30_200_12_1_33_255
Antitoon jumper walker,MS_ubi_blacktoon4,Cave,123,1,0,,19,19,80,80,48,4,1,254,False,,,,11_2_0_200_12_2_11_3_1_200_12_3_11_4_8_0_5_2_19_1_20_1_0_254_11_1_30_200_12_1_33_255
Antitoon walker and flyer,MS_ubi_blacktoon6,Cave,123,1,0,,19,19,80,80,48,6,1,254,False,,,,11_99_5_0_20_1_16_0_6_18_11_99_5_1_20_1_0_1_6_18_11_99_20_1_240_0_6_18_11_99_20_1_0_255_6_18_11_2_0_200_12_2_11_3_1_200_12_3_33_255
Blacktoon walker - flyer and kamikaze,MS_ubi_blacktoon6bis,Cave,123,1,0,,19,19,80,80,48,6,1,254,False,,,,11_99_5_0_20_1_240_0_6_18_11_99_5_1_20_1_0_1_6_18_11_99_20_1_16_0_6_18_11_99_20_1_0_255_6_18_11_2_0_200_12_2_11_3_1_200_12_3_33_255
,,Cake,123,1,0,,18,17,80,80,48,1,1,254,False,,1_7_13,11_2_0_200_24_0_11_3_1_200_24_1_11_1_30_200_24_2_33_255,
,,Cake,123,1,0,,18,17,80,80,48,4,1,254,False,,1_7_25,11_2_0_200_24_0_11_3_1_200_24_1_11_4_8_0_5_2_19_1_20_1_0_254_11_1_30_200_24_2_33_255,
,,Cake,123,1,0,,18,17,80,80,48,6,1,254,False,,3_13_21_29_37_43,11_99_5_0_20_1_240_0_23_0_11_99_5_1_20_1_0_1_23_1_11_99_20_1_16_0_23_2_11_99_20_1_0_255_23_3_11_2_0_200_24_4_11_3_1_200_24_5_33_255,
,,Cake,123,1,0,,18,17,80,80,48,6,1,254,False,,3_13_21_29_37_43,11_99_5_0_20_1_16_0_23_0_11_99_5_1_20_1_0_1_23_1_11_99_20_1_240_0_23_2_11_99_20_1_0_255_23_3_11_2_0_200_24_4_11_3_1_200_24_5_33_255,
Antitoon walker,MS_ubi_blacktoon1,Cake,123,1,0,,18,17,80,80,48,1,1,254,False,,,,11_2_0_200_12_2_11_3_1_200_12_3_11_1_30_200_12_1_33_255
Antitoon jumper walker,MS_ubi_blacktoon4,Cake,123,1,0,,18,17,80,80,48,4,1,254,False,,,,11_2_0_200_12_2_11_3_1_200_12_3_11_4_8_0_5_2_19_1_20_1_0_254_11_1_30_200_12_1_33_255
Antitoon walker and flyer,MS_ubi_blacktoon6,Cake,123,1,0,,18,17,80,80,48,6,1,254,False,,,,11_99_5_0_20_1_16_0_6_18_11_99_5_1_20_1_0_1_6_18_11_99_20_1_240_0_6_18_11_99_20_1_0_255_6_18_11_2_0_200_12_2_11_3_1_200_12_3_33_255
Blacktoon walker - flyer and kamikaze,MS_ubi_blacktoon6bis,Cake,123,1,0,,18,17,80,80,48,6,1,254,False,,,,11_99_5_0_20_1_240_0_6_18_11_99_5_1_20_1_0_1_6_18_11_99_20_1_16_0_6_18_11_99_20_1_0_255_6_18_11_2_0_200_12_2_11_3_1_200_12_3_33_255
,,Cake,125,0,1,,27,23,0,0,4,0,0,0,True,,,30_200_33_255,
Stationary sugar candy,MS_pla_bon1,Cake,125,0,1,,27,23,0,0,4,0,0,0,True,,,,30_200_33_255
Elastic sugar candy,MS_pla_bon3,Cake,125,0,2,,27,23,0,0,4,0,0,0,True,,,,30_200_33_255
,,Cake,126,0,4,,27,23,0,0,0,0,0,254,False,,,30_200_33_255,
Fork,MS_pla_fouc,Cake,126,0,4,,27,23,0,0,0,0,0,254,False,,,,30_200_33_255
,,Cake,127,0,3,,27,23,0,0,0,0,0,254,False,,,30_200_33_255,
Swiss army knife,MS_pla_ctx,Cake,127,0,3,,27,23,0,0,0,0,0,254,False,,,,30_200_33_255
,,Cake,128,0,8,,27,23,0,0,8,1,0,254,True,,,30_200_33_255,
Corkscrew,MS_pla_tirb,Cake,128,0,8,,27,23,0,0,8,1,0,254,True,,,,30_200_33_255
,,Cake,129,0,6,,27,23,120,160,4,0,2,254,True,,,30_200_33_255,
Right swiss knife,MS_pla_pct1,Cake,129,0,6,,27,23,120,160,4,0,2,254,True,,,,30_200_33_255
,,Cake,129,0,7,,27,23,120,160,4,0,4,254,True,,,30_200_33_255,
Left swiss knife,MS_pla_pctx,Cake,129,0,7,,27,23,120,160,4,0,4,254,True,,,,30_200_33_255
,,Jungle,130,0,5,,22,20,80,80,48,0,0,0,False,,,30_200_33_255,
,always,Jungle,130,0,5,Always,22,20,80,80,48,0,0,0,False,Antitoon walker/Antitoon jumper/Antitoon speeder/Antitoon jumper walker/Antitoon flyer/Antitoon walker and flyer/Blacktoon walker - flyer and kamikaze/MS_ubi_blacktoon7/MS_ubi_blacktoon7bis,,,30_200_33_255
,always,Music,130,0,5,Always,21,19,80,80,48,0,0,0,False,Antitoon walker/Antitoon jumper/Antitoon speeder/Antitoon jumper walker/Antitoon flyer/Antitoon walker and flyer/Blacktoon walker - flyer and kamikaze/MS_ubi_blacktoon7/MS_ubi_blacktoon7bis,,,30_200_33_255
,,Mountain,130,0,5,,23,19,80,80,48,0,0,0,False,,,30_200_33_255,
,always,Mountain,130,0,5,Always,23,19,80,80,48,0,0,0,False,Antitoon walker/Antitoon jumper/Antitoon speeder/Antitoon jumper walker/Antitoon flyer/Antitoon walker and flyer/Blacktoon walker - flyer and kamikaze/MS_ubi_blacktoon7/MS_ubi_blacktoon7bis,,,30_200_33_255
,,Image,130,0,5,,16,15,80,80,48,0,0,0,False,,,30_200_33_255,
,always,Image,130,0,5,Always,16,15,80,80,48,0,0,0,False,Antitoon walker/Antitoon jumper/Antitoon speeder/Antitoon jumper walker/Antitoon flyer/Antitoon walker and flyer/Blacktoon walker - flyer and kamikaze/MS_ubi_blacktoon7/MS_ubi_blacktoon7bis,,,30_200_33_255
,,Cave,130,0,5,,19,19,80,80,48,0,0,0,False,,,30_200_33_255,
,always,Cave,130,0,5,Always,19,19,80,80,48,0,0,0,False,Antitoon walker/Antitoon jumper/Antitoon speeder/Antitoon jumper walker/Antitoon flyer/Antitoon walker and flyer/Blacktoon walker - flyer and kamikaze/MS_ubi_blacktoon7/MS_ubi_blacktoon7bis,,,30_200_33_255
,,Cake,130,0,5,,18,17,80,80,48,0,0,0,False,,,30_200_33_255,
,always,Cake,130,0,5,Always,18,17,80,80,48,0,0,0,False,Antitoon walker/Antitoon jumper/Antitoon speeder/Antitoon jumper walker/Antitoon flyer/Antitoon walker and flyer/Blacktoon walker - flyer and kamikaze/MS_ubi_blacktoon7/MS_ubi_blacktoon7bis,,,30_200_33_255
,,Music,131,0,3,,19,17,112,112,10,0,0,253,True,,11,2_254_23_0_11_0_5_6_2_100_5_8_33_255,
Catapult mallet,MS_ubi_bag3,Music,131,0,3,,19,17,112,112,10,0,0,253,True,,,,2_254_6_4_11_0_5_6_2_100_5_8_33_255
Super helicopter phial,MS_ubi_superhel,All,133,2,18,,4,2,80,75,50,0,0,254,False,,,,2_254_33_255
Super helicopter phial,MS_ubi_superhel,All,133,2,18,,4,2,80,75,50,0,0,254,False,,,,2_254_33_255
Super helicopter phial,MS_ubi_superhel,All,133,2,18,,4,2,80,75,50,0,0,254,False,,,,2_254_33_255
Super helicopter phial,MS_ubi_superhel,All,133,2,18,,4,2,80,75,50,0,0,254,False,,,,2_254_33_255
Super helicopter phial,MS_ubi_superhel,All,133,2,18,,4,2,80,75,50,0,0,254,False,,,,2_254_33_255
Super helicopter phial,MS_ubi_superhel,All,133,2,18,,4,2,80,75,50,0,0,254,False,,,,2_254_33_255
Steady plum 2,MS_ubi_fr2,Jungle,134,0,12,,16,14,20,30,9,0,1,254,True,,,,2_254_33_255
,always,All,136,0,0,Always,3,0,80,80,48,0,1,0,False,Reducer,,,2_254_33_255
,,All,136,0,0,,3,0,80,80,48,0,1,0,False,,,2_254_33_255,
,always,All,136,0,0,Always,3,0,80,80,48,0,1,0,False,,,,2_254_33_255
,always,All,136,0,0,Always,3,0,80,80,48,0,1,0,False,Reducer,,,2_254_33_255
,,All,136,0,0,,3,0,80,80,48,0,1,0,False,,,30_254_33_255,
,always,All,136,0,0,Always,3,0,80,80,48,0,1,0,False,Reducer,,,30_254_33_255
,always,All,136,0,0,Always,3,0,80,80,48,0,1,0,False,,,,2_254_33_255
Reducer,MS_ubi_demi,All,137,5,53,,4,2,80,32,0,0,200,254,False,,,,2_254_33_255
Reducer,MS_ubi_demi,All,137,5,53,,4,2,80,32,0,0,200,254,False,,,,2_254_33_255
Reducer,MS_ubi_demi,All,137,5,53,,4,2,80,32,0,0,200,254,False,,,,2_254_33_255
,,All,137,5,53,,4,2,80,32,0,0,200,254,False,,,2_254_33_255,
Reducer,MS_ubi_demi,All,137,5,53,,4,2,80,32,0,0,200,254,False,,,,2_254_33_255
Reducer,MS_ubi_demi,All,137,5,53,,4,2,80,32,0,0,200,254,False,,,,2_254_33_255
Reducer,MS_ubi_demi,All,137,5,53,,4,2,80,32,0,0,200,254,False,,,,2_254_33_255
,,Music,138,0,10,,15,14,64,0,10,5,0,0,True,,69_7_15_23_31_39_47_55_63,2_254_23_0_11_1_5_11_20_1_2_0_23_1_11_99_20_1_0_2_23_2_11_99_20_1_254_2_23_3_11_99_20_1_254_0_23_4_11_99_20_1_0_2_23_5_11_99_20_1_2_0_23_6_11_99_20_1_1_254_23_7_11_99_20_1_0_0_23_8_33_255,
Elastic turnstile to the right,MS_ubi_roulette,Music,138,0,10,,15,14,64,0,10,5,0,0,True,,,,2_254_6_25_11_1_5_11_20_1_2_0_6_25_11_99_20_1_0_2_6_25_11_99_20_1_254_2_6_25_11_99_20_1_254_0_6_25_11_99_20_1_0_2_6_25_11_99_20_1_2_0_6_25_11_99_20_1_1_254_6_25_11_99_20_1_0_0_6_25_33_255
Elastic turnstile to the left,MS_ubi_roulette2,Music,138,0,10,,15,14,64,0,10,5,0,0,True,,,,2_254_6_19_11_1_5_11_20_1_254_0_6_19_11_99_20_1_0_254_6_19_11_99_20_1_1_0_6_19_11_99_20_1_0_2_6_19_11_99_20_1_254_0_6_19_11_99_20_1_0_0_6_19_33_255
Elastic turnstile to the right top -45,MS_ubi_roulette3,Music,138,0,10,,15,14,64,0,10,5,0,0,True,,,,2_254_6_25_11_1_5_11_20_1_2_254_6_25_11_99_20_1_0_254_6_25_11_99_20_1_2_0_6_25_11_99_20_1_0_2_6_25_11_99_20_1_254_0_6_25_11_99_20_1_0_2_6_25_11_99_20_1_2_0_6_25_11_99_20_1_0_0_6_25_33_255
,,Music,139,2,3,,15,14,56,128,16,0,1,0,False,,,,
,always,Music,139,2,3,Always,15,14,56,128,16,0,1,0,False,,,,33_255
,,Jungle,140,0,0,,26,23,36,32,20,0,1,255,False,,13_7,2_200_23_0_11_0_2_10_20_254_0_1_23_1_33_255,
Falling ring,MS_ubi_pt_grap4,Jungle,140,0,0,,26,23,36,32,20,0,1,255,False,,,,2_200_6_4_11_0_2_10_20_254_0_1_6_4_33_255
Falling ring,MS_ubi_pt_grap4,Music,140,0,0,,28,24,36,32,20,0,1,255,False,,,,2_200_6_4_11_0_2_10_20_254_0_1_6_4_33_255
Falling ring,MS_ubi_pt_grap4,Mountain,140,0,0,,26,21,36,32,20,0,1,255,False,,,,2_200_6_4_11_0_2_10_20_254_0_1_6_4_33_255
,,Image,140,0,0,,18,16,36,32,20,0,1,255,False,,13_7,2_200_23_0_11_0_2_10_20_254_0_1_23_1_33_255,
Falling ring,MS_ubi_pt_grap4,Image,140,0,0,,18,16,36,32,20,0,1,255,False,,,,2_200_6_4_11_0_2_10_20_254_0_1_6_4_33_255
,,Cave,140,0,0,,21,21,36,32,20,0,1,255,False,,13_7,2_200_23_0_11_0_2_10_20_254_0_1_23_1_33_255,
Falling ring,MS_ubi_pt_grap4,Cave,140,0,0,,21,21,36,32,20,0,1,255,False,,,,2_200_6_4_11_0_2_10_20_254_0_1_6_4_33_255
,,Cake,140,0,0,,20,18,36,32,20,0,1,255,False,,13_7,2_200_23_0_11_0_2_10_20_254_0_1_23_1_33_255,
Falling ring,MS_ubi_pt_grap4,Cake,140,0,0,,20,18,36,32,20,0,1,255,False,,,,2_200_6_4_11_0_2_10_20_254_0_1_6_4_33_255
,,Jungle,140,0,1,,26,23,36,32,20,0,1,255,False,,,2_254_33_255,
,,Jungle,140,0,1,,26,23,36,32,20,0,1,255,False,,1_9,11_99_20_1_1_0_23_0_11_99_20_1_255_0_23_1_33_255,
,,Jungle,140,0,1,,26,23,36,32,20,0,1,255,False,,1_9,11_99_20_1_0_255_23_0_11_99_20_1_0_1_23_1_33_255,
Steady ring,MS_ubi_pt_grap,Jungle,140,0,1,,26,23,36,32,20,0,1,255,False,,,,2_254_33_255
Vertical ring,MS_ubi_pt_grap2,Jungle,140,0,1,,26,23,36,32,20,0,1,255,False,,,,11_99_20_1_0_255_6_4_11_99_20_1_0_1_6_4_33_255
Horizontal ring,MS_ubi_pt_grap3,Jungle,140,0,1,,26,23,36,32,20,0,1,255,False,,,,11_99_20_1_1_0_6_4_11_99_20_1_255_0_6_4_33_255
,,Music,140,0,1,,28,24,36,32,20,0,1,255,False,,,2_254_33_255,
,,Music,140,0,1,,28,24,36,32,20,0,1,255,False,,1_9,11_99_20_1_0_255_23_0_11_99_20_1_0_1_23_1_33_255,
Steady ring,MS_ubi_pt_grap,Music,140,0,1,,28,24,36,32,20,0,1,255,False,,,,2_254_33_255
Vertical ring,MS_ubi_pt_grap2,Music,140,0,1,,28,24,36,32,20,0,1,255,False,,,,11_99_20_1_0_255_6_4_11_99_20_1_0_1_6_4_33_255
Horizontal ring,MS_ubi_pt_grap3,Music,140,0,1,,28,24,36,32,20,0,1,255,False,,,,11_99_20_1_1_0_6_4_11_99_20_1_255_0_6_4_33_255
,,Mountain,140,0,1,,26,21,36,32,20,0,1,255,False,,,2_254_33_255,
Steady ring,MS_ubi_pt_grap,Mountain,140,0,1,,26,21,36,32,20,0,1,255,False,,,,2_254_33_255
Vertical ring,MS_ubi_pt_grap2,Mountain,140,0,1,,26,21,36,32,20,0,1,255,False,,,,11_99_20_1_0_255_6_4_11_99_20_1_0_1_6_4_33_255
Horizontal ring,MS_ubi_pt_grap3,Mountain,140,0,1,,26,21,36,32,20,0,1,255,False,,,,11_99_20_1_1_0_6_4_11_99_20_1_255_0_6_4_33_255
,,Image,140,0,1,,18,16,36,32,20,0,1,255,False,,,2_254_33_255,
,,Image,140,0,1,,18,16,36,32,20,0,1,255,False,,1_9,11_99_20_1_0_255_23_0_11_99_20_1_0_1_23_1_33_255,
Steady ring,MS_ubi_pt_grap,Image,140,0,1,,18,16,36,32,20,0,1,255,False,,,,2_254_33_255
Vertical ring,MS_ubi_pt_grap2,Image,140,0,1,,18,16,36,32,20,0,1,255,False,,,,11_99_20_1_0_255_6_4_11_99_20_1_0_1_6_4_33_255
Horizontal ring,MS_ubi_pt_grap3,Image,140,0,1,,18,16,36,32,20,0,1,255,False,,,,11_99_20_1_1_0_6_4_11_99_20_1_255_0_6_4_33_255
,,Cave,140,0,1,,21,21,36,32,20,0,1,255,False,,1_9,11_99_20_1_1_0_23_0_11_99_20_1_255_0_23_1_33_255,
,,Cave,140,0,1,,21,21,36,32,20,0,1,255,False,,1_9,11_99_20_1_0_255_23_0_11_99_20_1_0_1_23_1_33_255,
,,Cave,140,0,1,,21,21,36,32,20,0,1,255,False,,,2_254_33_255,
Steady ring,MS_ubi_pt_grap,Cave,140,0,1,,21,21,36,32,20,0,1,255,False,,,,2_254_33_255
Vertical ring,MS_ubi_pt_grap2,Cave,140,0,1,,21,21,36,32,20,0,1,255,False,,,,11_99_20_1_0_255_6_4_11_99_20_1_0_1_6_4_33_255
Horizontal ring,MS_ubi_pt_grap3,Cave,140,0,1,,21,21,36,32,20,0,1,255,False,,,,11_99_20_1_1_0_6_4_11_99_20_1_255_0_6_4_33_255
,,Cake,140,0,1,,20,18,36,32,20,0,1,255,False,,1_9,11_99_20_1_0_255_23_0_11_99_20_1_0_1_23_1_33_255,
,,Cake,140,0,1,,20,18,36,32,20,0,1,255,False,,,2_254_33_255,
Steady ring,MS_ubi_pt_grap,Cake,140,0,1,,20,18,36,32,20,0,1,255,False,,,,2_254_33_255
Vertical ring,MS_ubi_pt_grap2,Cake,140,0,1,,20,18,36,32,20,0,1,255,False,,,,11_99_20_1_0_255_6_4_11_99_20_1_0_1_6_4_33_255
Horizontal ring,MS_ubi_pt_grap3,Cake,140,0,1,,20,18,36,32,20,0,1,255,False,,,,11_99_20_1_1_0_6_4_11_99_20_1_255_0_6_4_33_255
,,Jungle,140,0,2,,26,23,36,32,20,0,1,255,False,,23_9_17,2_10_23_0_11_0_5_1_11_99_20_1_0_254_23_1_11_99_20_1_0_0_23_2_33_255,
Ring that goes up,MS_ubi_pt_grap_start_up,Jungle,140,0,2,,26,23,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_0_254_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes down,MS_ubi_pt_grap_start_down,Jungle,140,0,2,,26,23,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_0_2_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes to the right,MS_ubi_pt_grap_start_right,Jungle,140,0,2,,26,23,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_2_0_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes to the left,MS_ubi_pt_grap_start_left,Jungle,140,0,2,,26,23,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_254_0_6_8_11_99_20_1_0_0_6_8_33_255
,,Music,140,0,2,,28,24,36,32,20,0,1,255,False,,23_9_17,2_10_23_0_11_0_5_1_11_99_20_1_254_0_23_1_11_99_20_1_0_0_23_2_33_255,
Ring that goes up,MS_ubi_pt_grap_start_up,Music,140,0,2,,28,24,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_0_254_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes down,MS_ubi_pt_grap_start_down,Music,140,0,2,,28,24,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_0_2_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes to the right,MS_ubi_pt_grap_start_right,Music,140,0,2,,28,24,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_2_0_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes to the left,MS_ubi_pt_grap_start_left,Music,140,0,2,,28,24,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_254_0_6_8_11_99_20_1_0_0_6_8_33_255
,,Mountain,140,0,2,,26,21,36,32,20,0,1,255,False,,23_9_17,2_10_23_0_11_0_5_1_11_99_20_1_0_254_23_1_11_99_20_1_0_0_23_2_33_255,
,,Mountain,140,0,2,,26,21,36,32,20,0,1,255,False,,23_9_17,2_10_23_0_11_0_5_1_11_99_20_1_0_2_23_1_11_99_20_1_0_0_23_2_33_255,
Ring that goes up,MS_ubi_pt_grap_start_up,Mountain,140,0,2,,26,21,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_0_254_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes down,MS_ubi_pt_grap_start_down,Mountain,140,0,2,,26,21,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_0_2_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes to the right,MS_ubi_pt_grap_start_right,Mountain,140,0,2,,26,21,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_2_0_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes to the left,MS_ubi_pt_grap_start_left,Mountain,140,0,2,,26,21,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_254_0_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes up,MS_ubi_pt_grap_start_up,Image,140,0,2,,18,16,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_0_254_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes down,MS_ubi_pt_grap_start_down,Image,140,0,2,,18,16,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_0_2_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes to the right,MS_ubi_pt_grap_start_right,Image,140,0,2,,18,16,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_2_0_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes to the left,MS_ubi_pt_grap_start_left,Image,140,0,2,,18,16,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_254_0_6_8_11_99_20_1_0_0_6_8_33_255
,,Cave,140,0,2,,21,21,36,32,20,0,1,255,False,,23_9_17,2_10_23_0_11_0_5_1_11_99_20_1_0_254_23_1_11_99_20_1_0_0_23_2_33_255,
Ring that goes up,MS_ubi_pt_grap_start_up,Cave,140,0,2,,21,21,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_0_254_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes down,MS_ubi_pt_grap_start_down,Cave,140,0,2,,21,21,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_0_2_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes to the right,MS_ubi_pt_grap_start_right,Cave,140,0,2,,21,21,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_2_0_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes to the left,MS_ubi_pt_grap_start_left,Cave,140,0,2,,21,21,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_254_0_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes up,MS_ubi_pt_grap_start_up,Cake,140,0,2,,20,18,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_0_254_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes down,MS_ubi_pt_grap_start_down,Cake,140,0,2,,20,18,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_0_2_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes to the right,MS_ubi_pt_grap_start_right,Cake,140,0,2,,20,18,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_2_0_6_8_11_99_20_1_0_0_6_8_33_255
Ring that goes to the left,MS_ubi_pt_grap_start_left,Cake,140,0,2,,20,18,36,32,20,0,1,255,False,,,,2_10_6_8_11_0_5_1_11_99_20_1_254_0_6_8_11_99_20_1_0_0_6_8_33_255
,,All,142,5,19,,4,2,80,64,32,0,200,0,False,,,2_254_33_255,
One up,MS_oneup,All,142,5,19,,4,2,80,64,32,0,200,0,False,,,,2_254_33_255
One up,MS_oneup,All,142,5,19,,4,2,80,64,32,0,200,0,False,,,,2_254_33_255
One up,MS_oneup,All,142,5,19,,4,2,80,64,32,0,200,0,False,,,,2_254_33_255
One up,MS_oneup,All,142,5,19,,4,2,80,64,32,0,200,0,False,,,,2_254_33_255
One up,MS_oneup,All,142,5,19,,4,2,80,64,32,0,200,0,False,,,,2_254_33_255
One up,MS_oneup,All,142,5,19,,4,2,80,64,32,0,200,0,False,,,,2_254_33_255
,,All,143,5,20,,4,2,80,64,48,0,0,0,False,,,2_254_33_255,
,always,All,143,5,20,Always,4,2,80,64,48,0,0,0,False,,,,2_254_33_255
,always,All,143,5,20,Always,4,2,80,64,48,0,0,0,False,,,,2_254_33_255
,always,All,143,5,20,Always,4,2,80,64,48,0,0,0,False,,,,2_254_33_255
,,All,143,5,20,,4,2,80,64,48,0,0,0,False,,,30_254_33_255,
,always,All,143,5,20,Always,4,2,80,64,48,0,0,0,False,,,,30_254_33_255
,always,All,143,5,20,Always,4,2,80,64,48,0,0,0,False,,,,2_254_33_255
,always,All,143,5,20,Always,4,2,80,64,48,0,0,0,False,,,,2_254_33_255
Flashing eye,MS_ubi_eye,Music,145,0,0,,24,21,80,96,50,0,4,255,False,,,,2_254_33_255
,,Image,145,0,0,,21,19,80,96,50,0,4,255,False,,,2_254_33_255,
Flashing eye,MS_ubi_eye,Image,145,0,0,,21,19,80,96,50,0,4,255,False,,,,2_254_33_255
Flashing eye,MS_ubi_eye,Cave,145,0,0,,15,14,80,96,50,0,4,255,False,,,,2_254_33_255
,always,Music,146,0,4,Always,24,21,80,80,0,0,0,254,False,Flashing eye,,,2_254_33_255
,,Image,146,0,4,,21,19,80,80,0,0,0,254,False,,,30_254_33_255,
,always,Image,146,0,4,Always,21,19,80,80,0,0,0,254,False,Flashing eye,,,30_254_33_255
,always,Cave,146,0,4,Always,15,14,80,80,0,0,0,254,False,Flashing eye,,,2_254_33_255
,,Music,149,0,0,,20,18,56,128,16,0,0,0,False,,,2_254_33_255,
Treble clef,MS_cle_sol,Music,149,0,0,,20,18,56,128,16,0,0,0,False,,,,2_254_33_255
Ball,MS_ubi_balle,Jungle,151,2,2,,9,6,80,64,50,0,0,254,False,,,,11_0_17_2_0_15_1_12_3_11_1_8_2_5_2_0_15_5_11_11_2_0_10_12_2_11_3_8_2_5_2_1_15_5_11_11_4_1_10_12_4_33_255
Ball,MS_ubi_balle,Music,151,2,2,,9,6,80,64,50,0,0,254,False,,,,11_0_17_2_0_15_1_12_3_11_1_8_2_5_2_0_15_5_11_11_2_0_10_12_2_11_3_8_2_5_2_1_15_5_11_11_4_1_10_12_4_33_255
Ball,MS_ubi_balle,Mountain,151,2,2,,10,7,80,64,50,0,0,254,False,,,,11_0_17_2_0_15_1_12_3_11_1_8_2_5_2_0_15_5_11_11_2_0_10_12_2_11_3_8_2_5_2_1_15_5_11_11_4_1_10_12_4_33_255
Ball,MS_ubi_balle,Image,151,2,2,,9,6,80,64,50,0,0,254,False,,,,11_0_17_2_0_15_1_12_3_11_1_8_2_5_2_0_15_5_11_11_2_0_10_12_2_11_3_8_2_5_2_1_15_5_11_11_4_1_10_12_4_33_255
Ball,MS_ubi_balle,Cave,151,2,2,,10,7,80,64,50,0,0,254,False,,,,11_0_17_2_0_15_1_12_3_11_1_8_2_5_2_0_15_5_11_11_2_0_10_12_2_11_3_8_2_5_2_1_15_5_11_11_4_1_10_12_4_33_255
